Region,Date,"Average Case/10,000","Average Death/10,000"
Southwest,2020-05-03,12.852107947135856,0.5314714330848223
Southwest,2020-05-04,13.280027374304414,0.5395020751484232
Southwest,2020-05-05,13.691942825803784,0.567211301807994
Southwest,2020-05-06,14.158770961491319,0.5925820710017808
Southwest,2020-05-07,14.669855686403046,0.6114974797444261
Southwest,2020-05-08,15.253323337164101,0.6527384673403375
Southwest,2020-05-09,15.647390209846648,0.6746683419105157
Southwest,2020-05-10,15.96832117180954,0.6901055513687981
Southwest,2020-05-11,16.400732574204437,0.705296075976515
Southwest,2020-05-12,16.88531242235041,0.730566658411789
Southwest,2020-05-13,17.42119836916583,0.7589688138759614
Southwest,2020-05-14,17.94360622292868,0.7905758240526171
Southwest,2020-05-15,18.538283571547062,0.8173899168977885
Southwest,2020-05-16,19.088724422411943,0.8386426190140287
Southwest,2020-05-17,19.431386478461697,0.8483814430157186
Southwest,2020-05-18,19.838162469372268,0.8569209432603608
Southwest,2020-05-19,20.25752260141487,0.877755212158472
Southwest,2020-05-20,20.683586312517928,0.9073055435989009
Southwest,2020-05-21,21.17285341231815,0.9322651496400477
Southwest,2020-05-22,21.642692543240678,0.9493723011043282
Southwest,2020-05-23,22.15717586272911,0.9693656162573678
Southwest,2020-05-24,22.5366230477909,0.9813879827035125
Southwest,2020-05-25,22.783253332841383,0.9885478652476284
Southwest,2020-05-26,23.106569555349644,0.9993912032535293
Southwest,2020-05-27,23.60676103910304,1.018896786488649
Southwest,2020-05-28,24.086142521446227,1.0392321593206548
Southwest,2020-05-29,24.63205485552038,1.0638030335930666
Southwest,2020-05-30,25.22419374631614,1.0841631529157596
Southwest,2020-05-31,25.727244722169686,1.0917584709287367
Southwest,2020-06-01,26.061590718265386,1.104068365305887
Southwest,2020-06-02,26.953454964658604,1.1249655163017571
Southwest,2020-06-03,27.6411280686981,1.1524374571501341
Southwest,2020-06-04,28.31014781409427,1.1720379165220491
Southwest,2020-06-05,29.45632053834017,1.185348429016234
Southwest,2020-06-06,30.189841167296784,1.2045155818931708
Southwest,2020-06-07,30.972608470661974,1.211120733502437
Southwest,2020-06-08,31.55910697062159,1.218125899540079
Southwest,2020-06-09,32.09599654789045,1.236196838635106
Southwest,2020-06-10,33.10210827526367,1.2561308101100728
Southwest,2020-06-11,34.03787692383761,1.2830551561537122
Southwest,2020-06-12,35.12525747633405,1.3015367842269132
Southwest,2020-06-13,36.112397925998565,1.3209018414079035
Southwest,2020-06-14,36.8617287898184,1.3275621308749734
Southwest,2020-06-15,37.674330677891014,1.338941225043625
Southwest,2020-06-16,39.07704340557478,1.3614201038643439
Southwest,2020-06-17,40.33778316079083,1.37987769788172
Southwest,2020-06-18,41.88789077986395,1.4012080735646881
Southwest,2020-06-19,43.73160047397217,1.4260722249695543
Southwest,2020-06-20,45.63968630451591,1.4392271971041657
Southwest,2020-06-21,47.23415259256153,1.445242196738097
Southwest,2020-06-22,48.65771542619748,1.4481680098047494
Southwest,2020-06-23,50.70056208933568,1.4757353234815276
Southwest,2020-06-24,52.375024517015746,1.5088015381560642
Southwest,2020-06-25,54.425781978481254,1.528775744601628
Southwest,2020-06-26,56.59406530244635,1.552769047585911
Southwest,2020-06-27,58.75066384367752,1.5777926180091255
Southwest,2020-06-28,60.84071348850661,1.5849439549773265
Southwest,2020-06-29,61.91902008231674,1.5894069211425847
Southwest,2020-06-30,64.8181419227103,1.6160659703197884
Southwest,2020-07-01,67.52909065361092,1.6518311189288286
Southwest,2020-07-02,69.87894689023445,1.6767310541304086
Southwest,2020-07-03,72.69896736737087,1.704581771725803
Southwest,2020-07-04,74.83033806081943,1.7166823084302811
Southwest,2020-07-05,76.82676621944015,1.7211544282812974
Southwest,2020-07-06,79.36784792137219,1.7303743276619905
Southwest,2020-07-07,82.26070531783796,1.7807523181723817
Southwest,2020-07-08,85.10936915024507,1.8161846825371533
Southwest,2020-07-09,88.10884130829984,1.859444650663085
Southwest,2020-07-10,91.12644002311461,1.8941207370442483
Southwest,2020-07-11,93.59144591081598,1.9310130622085822
Southwest,2020-07-12,95.60121900712367,1.965299014468426
Southwest,2020-07-13,97.50007059071838,1.9796942577655443
Southwest,2020-07-14,100.77928117128215,2.028779584670054
Southwest,2020-07-15,103.99746087082539,2.0853075081195724
Southwest,2020-07-16,107.18486598783673,2.1303193130624205
Southwest,2020-07-17,110.16586870737046,2.1820760014259224
Southwest,2020-07-18,112.78487351113513,2.2445036036964754
Southwest,2020-07-19,114.6786265673013,2.264168873820697
Southwest,2020-07-20,116.30970410828878,2.2933700493931073
Southwest,2020-07-21,119.26065502634222,2.3669342822259365
Southwest,2020-07-22,121.85556792954876,2.4161480440957557
Southwest,2020-07-23,124.31382692006504,2.471814399652608
Southwest,2020-07-24,127.21721187882716,2.5267344322475704
Southwest,2020-07-25,130.1433815547405,2.5976709205591737
Southwest,2020-07-26,132.25814224008346,2.6221908189272316
Southwest,2020-07-27,134.78945582399146,2.733560084506
Southwest,2020-07-28,137.53286429211974,2.80595727689987
Southwest,2020-07-29,140.07254320659018,2.8650008223669574
Southwest,2020-07-30,142.8280549480279,2.944250339581562
Southwest,2020-07-31,145.48281188192215,3.003253791106647
Southwest,2020-08-01,148.06279337533533,3.056720887613922
Southwest,2020-08-02,149.57410702059855,3.0699599724344324
